mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_neighbors,param_model__p,param_model__weights,param_select__k,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
15.925860786437989,0.0029668279510997797,1.4215147972106934,0.002570348532196067,8,2,uniform,16,"OrderedDict([('model__n_neighbors', 8), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 16)])",0.6102294530348177,0.862079977605648,0.9517208427669696,0.9817363182904603,0.8742925270213119,0.8560118237438414,0.13095559950328947,1
14.399446153640747,0.3322145595958631,0.18569655418395997,0.08019276990177612,13,2,uniform,80,"OrderedDict([('model__n_neighbors', 13), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 80)])",0.6029176183884299,0.8426212745600681,0.8856047586766156,0.9394587902661459,0.8497772500479491,0.8240759383878418,0.1157708837777893,49
14.806580209732056,0.16606672971846043,0.1298853874206543,0.056022040915557694,8,2,uniform,32,"OrderedDict([('model__n_neighbors', 8), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 32)])",0.6067538485384806,0.8642022330775845,0.9150802558302044,0.9529920693016353,0.859190409796947,0.8396437633089704,0.12145896846542116,12
14.532935190200806,0.18174403743816428,0.0936391830444336,0.031731002120538664,13,1,uniform,64,"OrderedDict([('model__n_neighbors', 13), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 64)])",0.6033622095193811,0.8427296516522174,0.8857211839410606,0.9396432426075982,0.8498419461897107,0.8242596467819936,0.11565653258479076,48
15.25779194831848,0.2669103843827093,0.20113005638122558,0.09223306457651793,13,1,uniform,64,"OrderedDict([('model__n_neighbors', 13), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 64)])",0.6033622095193811,0.859603959736017,0.8857932125712821,0.9396432426075982,0.849712519317327,0.827623028750321,0.11639238736339118,41
14.694145393371581,0.07294176521249372,0.22920823097229004,0.07076988814153631,12,2,uniform,16,"OrderedDict([('model__n_neighbors', 12), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 16)])",0.6075359630367477,0.7699300266393916,0.9392547092704184,0.9643470603392735,0.8725613433140862,0.8307258205199834,0.13030211619821291,31
14.673716354370118,0.17231623733794324,0.5352801322937012,0.16211286534943817,10,2,uniform,80,"OrderedDict([('model__n_neighbors', 10), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 80)])",0.6043279806003802,0.8395531157037797,0.9140582679270596,0.9507785530267847,0.8613789571337659,0.8340193748783541,0.12130641839278938,22
14.61050624847412,0.11691191223789593,0.2384638786315918,0.015352428838131083,10,2,uniform,80,"OrderedDict([('model__n_neighbors', 10), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 80)])",0.6043279806003802,0.8395531157037797,0.9140582679270596,0.9507785530267847,0.8613789571337659,0.8340193748783541,0.12130641839278938,22
14.676130247116088,0.08028787804436986,0.2333763599395752,0.07466325560300321,14,2,uniform,32,"OrderedDict([('model__n_neighbors', 14), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 32)])",0.5999555795095903,0.856848576375619,0.9097729279545816,0.952105691171659,0.8593776226818519,0.8356120795386603,0.1229799730312357,19
14.620200300216675,0.12465078821757034,0.2169431209564209,0.1436079577887489,3,2,uniform,16,"OrderedDict([('model__n_neighbors', 3), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 16)])",0.6259879134666734,0.7796464834058082,0.9672296092082204,0.9834827128482593,0.8671062852224509,0.8446906008302824,0.13179007892176225,4
14.3895348072052,0.1766620655579285,0.1417492389678955,0.13075074167680475,6,1,uniform,16,"OrderedDict([('model__n_neighbors', 6), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 16)])",0.609640646516159,0.7746255263027313,0.9613733896720787,0.9691429506588533,0.8776373964160907,0.8384839819131826,0.13427861857260637,16
14.657832670211793,0.24063935485665558,0.14656424522399902,0.07437578697264086,8,2,uniform,48,"OrderedDict([('model__n_neighbors', 8), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 48)])",0.6060739906917056,0.861713335358114,0.9132776146136763,0.9527074060279173,0.858890814759753,0.8385326322902331,0.12133549520449438,14
14.382030296325684,0.050574279042196156,0.28822598457336424,0.05186662589851095,7,2,uniform,16,"OrderedDict([('model__n_neighbors', 7), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 16)])",0.616883066008653,0.7805287362860902,0.9097341981193193,0.948567374181408,0.8600507323431752,0.823152821387729,0.11743136318458347,50
14.778221082687377,0.10169642252631161,0.22534193992614746,0.08829482478086978,3,1,uniform,8,"OrderedDict([('model__n_neighbors', 3), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 8)])",0.43359367400906607,0.627658002953078,0.5461409654577256,0.6746600856525412,0.6037700400484166,0.5771645536241655,0.08287083877296374,52
14.315721893310547,0.11596637047048888,0.07669076919555665,0.035702699369690435,3,1,uniform,32,"OrderedDict([('model__n_neighbors', 3), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 32)])",0.6436669690772645,0.8763783120250943,0.8802558263816491,0.9227732380652185,0.8377957064402335,0.832174010397892,0.09802102780364003,26
14.64777569770813,0.08467654037314505,0.23849706649780272,0.02695549141841382,3,2,uniform,64,"OrderedDict([('model__n_neighbors', 3), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 64)])",0.644108178624037,0.8704675359541955,0.8794904848648684,0.9219537308550686,0.8375907171108714,0.8307221294818081,0.09711148136272867,32
14.431620121002197,0.2240611430267341,0.1970047950744629,0.10356371276123778,3,1,uniform,48,"OrderedDict([('model__n_neighbors', 3), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 48)])",0.6439371274299203,0.8738495430907305,0.8795670577207261,0.9228206332842709,0.8367343026333279,0.8313817328317951,0.09762227517994383,29
14.724378967285157,0.1323618964419744,0.10682759284973145,0.0869643035063454,15,1,uniform,16,"OrderedDict([('model__n_neighbors', 15), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 16)])",0.6070056970326059,0.7823060798802026,0.9006167516813387,0.9513619360620073,0.8603570480316199,0.820329502537555,0.1201420593084607,51
14.432716178894044,0.20141882334196265,0.3367682933807373,0.14515058512168788,3,1,uniform,80,"OrderedDict([('model__n_neighbors', 3), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 80)])",0.6439947245284764,0.8579363144546719,0.8793201342846022,0.9218367620476515,0.837517802160645,0.8281211474952093,0.09621198843538019,40
14.919418334960938,0.14555878513145373,0.14817485809326172,0.07661718652826896,3,2,uniform,48,"OrderedDict([('model__n_neighbors', 3), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 48)])",0.6439371274299203,0.8738495430907305,0.879520387337319,0.9228938523321212,0.8368801618658597,0.8314162144111901,0.0976330065627846,28
14.571855354309083,0.1189677193529434,0.3261751651763916,0.11015121482356885,3,2,uniform,32,"OrderedDict([('model__n_neighbors', 3), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 32)])",0.6436669690772645,0.8763783120250943,0.8802558263816491,0.9227732380652185,0.8377957064402335,0.832174010397892,0.09802102780364003,26
14.720625400543213,0.1257807113822465,0.24857397079467775,0.044240378012386165,15,2,uniform,48,"OrderedDict([('model__n_neighbors', 15), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 48)])",0.602081205588153,0.858221385005238,0.8867904140097999,0.9406702044426437,0.8492392729224573,0.8274004963936583,0.11709212716500846,42
14.46042013168335,0.17343807448031834,0.17193145751953126,0.15590604963267,12,1,uniform,16,"OrderedDict([('model__n_neighbors', 12), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 16)])",0.6081365728019879,0.7787656617632561,0.9385571810232244,0.9719540618204743,0.8725613433140862,0.8339949641446058,0.13077891589530855,25
14.458658933639526,0.12575381096526952,0.18017983436584473,0.05081722602687102,7,1,uniform,64,"OrderedDict([('model__n_neighbors', 7), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 64)])",0.6156711591328403,0.8679804845179269,0.8846368129438019,0.9326411589924056,0.8443459813916979,0.8290551193957345,0.11054510506118882,34
14.482810735702515,0.11329672111274992,0.06912078857421874,0.014097674204324763,7,1,uniform,16,"OrderedDict([('model__n_neighbors', 7), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 16)])",0.6128287899073471,0.7805287362860902,0.9412942189788562,0.9767940897910359,0.8600507323431752,0.834299313461301,0.1298893948214551,21
14.79449987411499,0.1243748237106812,0.11363363265991211,0.0691366895598611,12,1,uniform,8,"OrderedDict([('model__n_neighbors', 12), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 8)])",0.4322569268117979,0.6266198118085502,0.5442039016672134,0.6733786871697031,0.6022386609865231,0.5757395976887575,0.08295319801520877,59
14.392020416259765,0.13435895078420498,0.17509336471557618,0.09331525182383446,9,2,uniform,32,"OrderedDict([('model__n_neighbors', 9), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 32)])",0.6094925553505636,0.8705041109669989,0.8870852066085169,0.9367231653494743,0.8452245647275173,0.8298059206006142,0.11414400555778263,33
14.543660497665405,0.1973217598492139,0.24788589477539064,0.10258684500327092,7,2,uniform,80,"OrderedDict([('model__n_neighbors', 7), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 80)])",0.6153479864019713,0.8533596612706216,0.8844254497569172,0.9325494673468699,0.8443459813916979,0.8260057092336156,0.10975037033121551,43
14.635368061065673,0.20096254779455994,0.243849515914917,0.16585732620326674,6,1,uniform,32,"OrderedDict([('model__n_neighbors', 6), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 32)])",0.6099872790094049,0.8639971925798878,0.9206881399949023,0.9534252215289499,0.860837194574765,0.841787005537582,0.1210584946360492,6
14.586443185806274,0.1408671540796038,0.28375444412231443,0.11009515672534399,5,2,uniform,48,"OrderedDict([('model__n_neighbors', 5), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 48)])",0.6242724704350285,0.8715605730973037,0.884528702657425,0.9305658522459724,0.8429446633701995,0.830774452361186,0.10705375578279559,30
14.635770320892334,0.14975987295458645,0.4200607776641846,0.13223891750134506,9,2,uniform,80,"OrderedDict([('model__n_neighbors', 9), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 80)])",0.609446987703047,0.8506002046091575,0.8855416388665885,0.9357534000867898,0.8455636246294354,0.8253811711790038,0.11266961742574604,45
14.425366067886353,0.17401129431138096,0.31722445487976075,0.15194383624431473,14,2,uniform,48,"OrderedDict([('model__n_neighbors', 14), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 48)])",0.6001539505865484,0.8545541566567401,0.908253197151911,0.9519649758874211,0.8594061637912775,0.8348664888147797,0.12261928082467878,20
14.695630168914795,0.17644282261596816,0.46243948936462403,0.15265633918023985,11,1,uniform,80,"OrderedDict([('model__n_neighbors', 11), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 80)])",0.6071422558990093,0.8469509255080183,0.8868076166430503,0.9362939834725231,0.847825625971921,0.8250040814989044,0.11372895950058166,47
14.417917633056641,0.10432244173597044,0.18738064765930176,0.10497516677696137,15,2,uniform,8,"OrderedDict([('model__n_neighbors', 15), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 8)])",0.43227433506738006,0.6264360059518586,0.5443686133268008,0.6727291844571128,0.6023305526301208,0.5756277382866546,0.08276538203041016,60
14.455404615402221,0.2524133719795012,0.18446621894836426,0.11508253552029137,15,1,uniform,32,"OrderedDict([('model__n_neighbors', 15), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 32)])",0.601481393822643,0.8610704851455233,0.8879603759491955,0.9419960358449393,0.8494979315277811,0.8284012444580163,0.11786096459729159,39
14.835870456695556,0.12314479786867895,0.13699650764465332,0.0874163172144655,11,2,uniform,16,"OrderedDict([('model__n_neighbors', 11), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 16)])",0.6088165019268426,0.8686752297012489,0.9241638633001752,0.9634863996400956,0.8715664190366017,0.8473416827209928,0.12436033342377358,3
14.754102659225463,0.13861115551986458,0.335846996307373,0.019842189269951682,10,2,uniform,80,"OrderedDict([('model__n_neighbors', 10), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 80)])",0.6043279806003802,0.8395531157037797,0.9140582679270596,0.9507785530267847,0.8613789571337659,0.8340193748783541,0.12130641839278938,22
14.859055233001708,0.14492727045531847,0.26499190330505373,0.12869159537808544,9,2,uniform,64,"OrderedDict([('model__n_neighbors', 9), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 64)])",0.6098308122682636,0.8507970831953153,0.8856326405734845,0.9358452477043228,0.8454961423378791,0.825520385215853,0.11255664595121644,44
14.691074848175049,0.1352989891787745,0.37714457511901855,0.12661311819125,6,2,uniform,64,"OrderedDict([('model__n_neighbors', 6), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 64)])",0.60999590343163,0.8590027014881012,0.9195293934895421,0.9515848315986741,0.8614646585780684,0.8403154977172032,0.12041538111688396,11
14.56494107246399,0.11271077029685397,0.2364173412322998,0.041640115322415634,6,1,uniform,48,"OrderedDict([('model__n_neighbors', 6), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 48)])",0.6091102727225938,0.8620720195047983,0.9194376215841757,0.9525906437166707,0.8604230768731438,0.8407267268802766,0.12099478533549614,8
14.656167650222779,0.2577810590526034,0.24513163566589355,0.055417835399421564,9,2,uniform,80,"OrderedDict([('model__n_neighbors', 9), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 80)])",0.609446987703047,0.8506002046091575,0.8855416388665885,0.9357534000867898,0.8455636246294354,0.8253811711790038,0.11266961742574604,45
14.785440731048585,0.1107022964552123,0.23394851684570311,0.03197637945365089,6,1,uniform,48,"OrderedDict([('model__n_neighbors', 6), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 48)])",0.6091102727225938,0.8620720195047983,0.9193748300920922,0.9525301312297364,0.860363796026209,0.8406902099150859,0.12097349836550819,10
14.378140354156494,0.14838781881975982,0.15179119110107422,0.12260503882677244,4,1,uniform,8,"OrderedDict([('model__n_neighbors', 4), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 8)])",0.43359367400906607,0.6275963197984256,0.5459721256775242,0.6747292009006326,0.6036053146537809,0.5770993270078859,0.08288170008338915,53
14.554376888275147,0.1122339083469928,0.17350783348083496,0.11504080791442747,8,2,uniform,8,"OrderedDict([('model__n_neighbors', 8), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 8)])",0.4326254461240526,0.6271060787715095,0.5449151616244428,0.6740172116864231,0.6029201806799905,0.5763168157772838,0.08302521209464259,58
14.57106909751892,0.13193706410561026,0.2528509616851807,0.03238493682077958,4,2,uniform,64,"OrderedDict([('model__n_neighbors', 4), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 64)])",0.6125087234788478,0.856619923756207,0.9249335962040074,0.9530950319667103,0.8621164718544279,0.84185474945204,0.12041980121908571,5
15.425279712677002,0.23291312970353567,0.17820663452148439,0.06581339942278694,8,1,uniform,48,"OrderedDict([('model__n_neighbors', 8), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 48)])",0.6060739906917056,0.861747619193613,0.9132776146136763,0.9527074060279173,0.8588306800204621,0.8385274621094748,0.1213347910694577,15
14.66997447013855,0.16744480084546942,0.1592775821685791,0.0673128115440832,10,1,uniform,32,"OrderedDict([('model__n_neighbors', 10), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 32)])",0.6039123326420334,0.8610838075769796,0.9155288223307528,0.9519432758522979,0.8608501130941212,0.8386636702992369,0.12234673020753356,13
14.441106462478638,0.08571409078773544,0.16930689811706542,0.08275301325092949,7,1,uniform,8,"OrderedDict([('model__n_neighbors', 7), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 8)])",0.4329951921402769,0.6268193596222922,0.5450794330325236,0.6743277892046661,0.6031017096841204,0.5764646967367758,0.08293472243566034,56
14.715803575515746,0.2113441030147517,0.19826631546020507,0.037227734478702416,8,1,uniform,64,"OrderedDict([('model__n_neighbors', 8), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 64)])",0.6066436799587513,0.8596503384995924,0.9133070625166207,0.9517757033032419,0.8600535043629629,0.8382860577282338,0.12091029419927235,17
14.496063899993896,0.19686673996226356,0.27814855575561526,0.11153286990751646,7,1,uniform,64,"OrderedDict([('model__n_neighbors', 7), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 64)])",0.6154981572308584,0.8679804845179269,0.8846368129438019,0.9326411589924056,0.8442769541491684,0.8290067135668323,0.11060998592678707,35
14.682539319992065,0.22407500298623392,0.18352465629577636,0.06519701478762088,9,2,uniform,48,"OrderedDict([('model__n_neighbors', 9), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 48)])",0.6091692482291252,0.8665047598800762,0.8856557316330894,0.936772980174968,0.8445243413393462,0.828525412251321,0.11383930132151146,36
14.539746379852295,0.15481531527094922,0.28198933601379395,0.14679218596359359,5,2,uniform,8,"OrderedDict([('model__n_neighbors', 5), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 8)])",0.433262462289745,0.6273301817283895,0.5459808015237223,0.674667637507376,0.6035341416890012,0.5769550449476468,0.08294433748073575,54
14.602376747131348,0.12781728552745533,0.2568197250366211,0.1433728632469824,7,1,uniform,8,"OrderedDict([('model__n_neighbors', 7), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 8)])",0.4329951921402769,0.6268193596222922,0.5450794330325236,0.6743277892046661,0.6031017096841204,0.5764646967367758,0.08293472243566034,56
14.54189772605896,0.10955738230070358,0.17216548919677735,0.08194754278214572,6,1,uniform,32,"OrderedDict([('model__n_neighbors', 6), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 32)])",0.6099872790094049,0.8639971925798878,0.9206881399949023,0.9534252215289499,0.860837194574765,0.841787005537582,0.1210584946360492,6
14.594413995742798,0.10526820917981618,0.22786483764648438,0.03406990101590335,6,1,uniform,48,"OrderedDict([('model__n_neighbors', 6), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 48)])",0.6091102727225938,0.8620720195047983,0.9193748300920922,0.9525906437166707,0.8604230768731438,0.8407141685818598,0.1209866181005881,9
14.342950010299683,0.09308726763756503,0.06395225524902344,0.019973359823623017,6,1,uniform,8,"OrderedDict([('model__n_neighbors', 6), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 8)])",0.4329951921402769,0.6271917401655619,0.5450794330325236,0.6744887805357949,0.603060142392495,0.5765630576533305,0.08301536824213951,55
14.48021502494812,0.12782888466769685,0.27050037384033204,0.027444163182620534,11,2,uniform,64,"OrderedDict([('model__n_neighbors', 11), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 64)])",0.6075850952145074,0.8634803737967862,0.8868987564087735,0.9365466391819042,0.847825625971921,0.8284672981147784,0.11444211389875851,37
14.69636573791504,0.14996833814740476,0.17895402908325195,0.08266886447684166,11,2,uniform,48,"OrderedDict([('model__n_neighbors', 11), ('model__p', 2), ('model__weights', 'uniform'), ('select__k', 48)])",0.6070621212945215,0.8638595374637742,0.8869212600616037,0.937383750055343,0.8469678708206588,0.8284389079391801,0.11479964221197142,38
14.51825041770935,0.23110007344470665,0.1746434211730957,0.11974773429067041,14,1,uniform,16,"OrderedDict([('model__n_neighbors', 14), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 16)])",0.6069015927888198,0.8615484983796297,0.9333956140258886,0.9707800325384284,0.8720129647740902,0.8489277405013713,0.12747679790311586,2
14.565585708618164,0.14955986556995254,0.17432889938354493,0.10749895739010285,3,1,uniform,16,"OrderedDict([('model__n_neighbors', 3), ('model__p', 1), ('model__weights', 'uniform'), ('select__k', 16)])",0.6234258034853258,0.7796464834058082,0.927544359299035,0.9830343948172364,0.8671062852224509,0.8361514652459713,0.1259606899845104,18
