mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,param_select__k,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
35.59242424964905,0.24734808971199906,0.12707266807556153,0.06324351925955204,0.040343472274915984,5,190,0.8631599186974098,64,"OrderedDict([('model__learning_rate', 0.040343472274915984), ('model__max_depth', 5), ('model__n_estimators', 190), ('model__subsample', 0.8631599186974098), ('select__k', 64)])",0.6125957348579142,0.8606170712114128,0.9498550637529063,0.9901644311192181,0.8963599363961244,0.8619184474675151,0.1323099433673117,37
22.568278646469118,1.1357290388171526,0.06806144714355469,0.012344034143151357,0.17255364529395611,6,96,0.9902447813186659,80,"OrderedDict([('model__learning_rate', 0.17255364529395611), ('model__max_depth', 6), ('model__n_estimators', 96), ('model__subsample', 0.9902447813186659), ('select__k', 80)])",0.6149081012575154,0.8659034397761585,0.9244703034426353,0.9783450369057213,0.8865806308203229,0.8540415024404707,0.1255355477030795,48
22.43417453765869,0.0093496678520219,0.06317973136901855,0.002274130758078771,0.045401641878176635,6,66,0.886666560374045,16,"OrderedDict([('model__learning_rate', 0.045401641878176635), ('model__max_depth', 6), ('model__n_estimators', 66), ('model__subsample', 0.886666560374045), ('select__k', 16)])",0.6133725752921529,0.8057710929570746,0.9683805131170559,0.9953935687024164,0.8973981875085579,0.8560631875154515,0.13795995579357082,43
26.885003519058227,0.12332688722847747,0.06598172187805176,0.010250722746488302,0.15849201309311142,4,140,0.9605529562312621,48,"OrderedDict([('model__learning_rate', 0.15849201309311142), ('model__max_depth', 4), ('model__n_estimators', 140), ('model__subsample', 0.9605529562312621), ('select__k', 48)])",0.6139703898811272,0.8659756261818501,0.9297861584842584,0.9825590629509214,0.8857507732596062,0.8556084021515525,0.1272979030903989,45
26.78446455001831,0.17851239341042818,0.06168804168701172,0.01340729533488855,0.15171809566296443,4,129,0.9431426524214066,80,"OrderedDict([('model__learning_rate', 0.15171809566296443), ('model__max_depth', 4), ('model__n_estimators', 129), ('model__subsample', 0.9431426524214066), ('select__k', 80)])",0.6135275821783776,0.8660357917523521,0.9336997502545259,0.9837119463771158,0.8901271364217676,0.8574204413968278,0.12837114639119482,42
23.71211185455322,0.07561945429848649,0.057337617874145506,0.01513534283756597,0.1214083024909187,6,75,0.837685058353086,64,"OrderedDict([('model__learning_rate', 0.1214083024909187), ('model__max_depth', 6), ('model__n_estimators', 75), ('model__subsample', 0.837685058353086), ('select__k', 64)])",0.6129807321587185,0.8638049806801709,0.9341169193460898,0.9862775187780758,0.8923529243620412,0.8579066150650192,0.12922625619994355,40
27.377587366104127,0.21228389377041973,0.06216878890991211,0.01974740687477495,0.08156447333825878,5,104,0.9748650590668916,48,"OrderedDict([('model__learning_rate', 0.08156447333825878), ('model__max_depth', 5), ('model__n_estimators', 104), ('model__subsample', 0.9748650590668916), ('select__k', 48)])",0.6131082177680851,0.864588731188133,0.9509784007364214,0.9895916177418946,0.8953049370299824,0.8627143808929034,0.1321039474335409,36
28.204560565948487,0.300407713772582,0.07916226387023925,0.04828472844510339,0.06348516039427839,6,124,0.9675312874121054,16,"OrderedDict([('model__learning_rate', 0.06348516039427839), ('model__max_depth', 6), ('model__n_estimators', 124), ('model__subsample', 0.9675312874121054), ('select__k', 16)])",0.6137207146997725,0.8005864614716758,0.9412942917241178,0.9941379256159532,0.8958519154999998,0.8491182618023038,0.13377480973481337,51
32.20253357887268,0.26569055622151466,0.06519017219543458,0.025303021806066184,0.2578438884524839,5,181,0.8831642175158907,32,"OrderedDict([('model__learning_rate', 0.2578438884524839), ('model__max_depth', 5), ('model__n_estimators', 181), ('model__subsample', 0.8831642175158907), ('select__k', 32)])",0.617524565138075,0.8666617491096482,0.9035693494105745,0.9518467158680626,0.8655370353050676,0.8410278829662856,0.11610665396328815,54
30.43557505607605,0.13283764579392174,0.05400967597961426,0.009063615128786522,0.010124239352823897,5,161,0.850910851572809,48,"OrderedDict([('model__learning_rate', 0.010124239352823897), ('model__max_depth', 5), ('model__n_estimators', 161), ('model__subsample', 0.850910851572809), ('select__k', 48)])",0.6130353843025796,0.845902101344653,0.9835883635236438,0.9895103852824312,0.897144194759653,0.8658360858425921,0.13743848613984336,11
18.764898586273194,0.06989014208715637,0.056966304779052734,0.010806674180920395,0.017842250988779725,3,50,0.9075040353812391,80,"OrderedDict([('model__learning_rate', 0.017842250988779725), ('model__max_depth', 3), ('model__n_estimators', 50), ('model__subsample', 0.9075040353812391), ('select__k', 80)])",0.6078259634776776,0.847463253101358,0.980461986511393,0.9915410330205523,0.8947140503691807,0.8644012572960322,0.13904765963169025,27
25.13384041786194,0.12434999916242326,0.04154305458068848,0.012999082056245828,0.01,3,133,0.9586432756745648,16,"OrderedDict([('model__learning_rate', 0.01), ('model__max_depth', 3), ('model__n_estimators', 133), ('model__subsample', 0.9586432756745648), ('select__k', 16)])",0.6086719731618948,0.716031378945388,0.9779315058343604,0.9882788161578063,0.8929358843774136,0.8367699116953726,0.15009505197202755,57
28.180548429489136,0.28731614156672836,0.08861570358276367,0.01439663367240289,0.01,3,200,0.9435581070286739,32,"OrderedDict([('model__learning_rate', 0.01), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 0.9435581070286739), ('select__k', 32)])",0.6090561786363635,0.8481746954886765,0.9826230536502685,0.9929811625005961,0.8954929150784319,0.8656656010708673,0.1392352642236804,13
21.17738542556763,0.13512322502055443,0.03542041778564453,0.008638119201365807,0.012168031115401204,6,50,0.8,8,"OrderedDict([('model__learning_rate', 0.012168031115401204), ('model__max_depth', 6), ('model__n_estimators', 50), ('model__subsample', 0.8), ('select__k', 8)])",0.5547342930097894,0.6809824676269706,0.6015215625687571,0.94282071892236,0.8324237509167399,0.7224965586089234,0.14500294507521636,59
23.86797614097595,0.17614432149588813,0.07647123336791992,0.017924388010170076,0.29999999999999993,4,123,0.9305188272948557,8,"OrderedDict([('model__learning_rate', 0.29999999999999993), ('model__max_depth', 4), ('model__n_estimators', 123), ('model__subsample', 0.9305188272948557), ('select__k', 8)])",0.5555404190590822,0.6818426273348835,0.6011472298537421,0.9427157838378425,0.832699092679649,0.72278903055304,0.14484021004375672,58
28.327023792266846,0.10139878794635528,0.05494880676269531,0.012836968172957297,0.29999999999999993,3,200,0.8,16,"OrderedDict([('model__learning_rate', 0.29999999999999993), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 0.8), ('select__k', 16)])",0.613675149366186,0.872479543788724,0.914179120506522,0.976813367703833,0.884076465299012,0.8522447293328554,0.12465261015462754,50
38.29270572662354,0.1848143003734804,0.06870064735412598,0.016291728996990152,0.01,6,195,0.9992084961673564,64,"OrderedDict([('model__learning_rate', 0.01), ('model__max_depth', 6), ('model__n_estimators', 195), ('model__subsample', 0.9992084961673564), ('select__k', 64)])",0.6122681516719319,0.8451393801009481,0.9792063442751262,0.9897227669621644,0.899368804773433,0.8651410895567206,0.1371479524190737,23
20.385803985595704,0.09428091798254067,0.0367673397064209,0.0017726769735713522,0.01,6,50,1.0,48,"OrderedDict([('model__learning_rate', 0.01), ('model__max_depth', 6), ('model__n_estimators', 50), ('model__subsample', 1.0), ('select__k', 48)])",0.6128565784125094,0.8462426760172841,0.9770547587868699,0.9891378196622893,0.8970980921732101,0.8644779850104326,0.13632573822506408,26
28.39046678543091,0.10288787450547586,0.08498411178588867,0.02845837954559608,0.0921752543292902,3,200,0.8,16,"OrderedDict([('model__learning_rate', 0.0921752543292902), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 0.8), ('select__k', 16)])",0.613334702430473,0.8727104960919414,0.9430254081935903,0.9938855028559789,0.8941355530498307,0.863418332524363,0.13185650003883723,32
29.381013011932374,0.1830598610437455,0.11693358421325684,0.020976738857731523,0.01,3,200,0.8,80,"OrderedDict([('model__learning_rate', 0.01), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 0.8), ('select__k', 80)])",0.6085550031088344,0.8481746954886765,0.9825293415960181,0.9928420671044518,0.8954929150784319,0.8655188044752826,0.13937886471018765,17
27.937413883209228,0.34404402022558417,0.0942908763885498,0.05496768208997508,0.010000007109211536,4,166,0.8,16,"OrderedDict([('model__learning_rate', 0.010000007109211536), ('model__max_depth', 4), ('model__n_estimators', 166), ('model__subsample', 0.8), ('select__k', 16)])",0.6095247268880283,0.7206571361413502,0.9786616021130242,0.991958525597374,0.8936819112281502,0.8388967803935854,0.15003710620903596,56
18.388116359710693,0.15428154269570007,0.0446681022644043,0.011515243291801149,0.01,3,50,0.8945525327428258,64,"OrderedDict([('model__learning_rate', 0.01), ('model__max_depth', 3), ('model__n_estimators', 50), ('model__subsample', 0.8945525327428258), ('select__k', 64)])",0.6082765651441019,0.8472208872578946,0.9806022797514854,0.9913988997975347,0.8941389626742282,0.864327518925049,0.13885993360190274,28
28.582699871063234,0.2684791766949164,0.07709364891052246,0.023016795908865687,0.022949225705794506,3,200,1.0,48,"OrderedDict([('model__learning_rate', 0.022949225705794506), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 1.0), ('select__k', 48)])",0.6124216362037381,0.8459857944848087,0.9829140833946293,0.990356297446522,0.8956332482626513,0.86546221195847,0.13763184946902057,21
31.148994302749635,0.1677100799450527,0.08317022323608399,0.03700626164487447,0.03849094162888873,6,146,0.9933243435549257,32,"OrderedDict([('model__learning_rate', 0.03849094162888873), ('model__max_depth', 6), ('model__n_estimators', 146), ('model__subsample', 0.9933243435549257), ('select__k', 32)])",0.6138597761461193,0.8634375003601686,0.955459929255777,0.9900624633015261,0.8958914218855596,0.8637422181898302,0.1325472307075551,31
36.95198030471802,0.1811279331246941,0.09365577697753906,0.044480965047645926,0.014828093696156366,6,200,1.0,32,"OrderedDict([('model__learning_rate', 0.014828093696156366), ('model__max_depth', 6), ('model__n_estimators', 200), ('model__subsample', 1.0), ('select__k', 32)])",0.612835271094145,0.8632531821264262,0.9639001950462281,0.9902068846396923,0.8977298341109992,0.8655850734034981,0.13425173734794055,15
22.600326538085938,0.15278943489673708,0.03861913681030273,0.006702125314527863,0.275991930224454,4,99,0.9995627597214591,16,"OrderedDict([('model__learning_rate', 0.275991930224454), ('model__max_depth', 4), ('model__n_estimators', 99), ('model__subsample', 0.9995627597214591), ('select__k', 16)])",0.6137976513227354,0.8038380833612956,0.9272429977753941,0.988549684113263,0.890898260130903,0.8448653353407181,0.13009674209414154,52
22.55204019546509,0.12613446259316283,0.03591771125793457,0.005970330338577299,0.16713889823776074,6,63,0.802622883891371,16,"OrderedDict([('model__learning_rate', 0.16713889823776074), ('model__max_depth', 6), ('model__n_estimators', 63), ('model__subsample', 0.802622883891371), ('select__k', 16)])",0.6140425851784967,0.8010308547354944,0.9279000073927978,0.9871509971181787,0.8924283548947315,0.8445105598639397,0.13007857740114487,53
30.039253520965577,0.2533972687357653,0.05491738319396973,0.008691360711869309,0.03549670967176127,3,200,0.8,16,"OrderedDict([('model__learning_rate', 0.03549670967176127), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 0.8), ('select__k', 16)])",0.6128561615053958,0.8060552847308007,0.9823317008732321,0.9940558695966923,0.8956836075654668,0.8581965248543175,0.14013078723754183,39
21.680348110198974,0.07699361571238497,0.05050292015075684,0.011346828393077614,0.01,3,101,1.0,48,"OrderedDict([('model__learning_rate', 0.01), ('model__max_depth', 3), ('model__n_estimators', 101), ('model__subsample', 1.0), ('select__k', 48)])",0.6081921188298629,0.847463253101358,0.9804625667889346,0.9904918812788174,0.893331395201465,0.8639882430400876,0.1386615964228021,30
21.391313600540162,0.1069905131369292,0.055008888244628906,0.01665245519162783,0.05519148194514558,3,95,0.9890433521162468,32,"OrderedDict([('model__learning_rate', 0.05519148194514558), ('model__max_depth', 3), ('model__n_estimators', 95), ('model__subsample', 0.9890433521162468), ('select__k', 32)])",0.6125150196965848,0.8458923458599331,0.983196063176871,0.9904485155682355,0.8956332482626513,0.8655370385128551,0.13766507253594637,16
36.96577391624451,0.12631994726948736,0.07853145599365234,0.023738386361430247,0.01,6,200,0.8,32,"OrderedDict([('model__learning_rate', 0.01), ('model__max_depth', 6), ('model__n_estimators', 200), ('model__subsample', 0.8), ('select__k', 32)])",0.6130397561792857,0.846202108654962,0.970010891661212,0.989708769368423,0.8978242264423139,0.8633571504612394,0.13526331711043035,33
23.67313151359558,0.09872183121222497,0.08104300498962402,0.021908203827060952,0.06705030103237153,3,122,0.8034497202836124,80,"OrderedDict([('model__learning_rate', 0.06705030103237153), ('model__max_depth', 3), ('model__n_estimators', 122), ('model__subsample', 0.8034497202836124), ('select__k', 80)])",0.6126949684044132,0.8456346802070513,0.9812230354146682,0.9888062537484809,0.8971801520801623,0.865107817970955,0.13704315456942295,24
21.623846101760865,0.04430797026847897,0.03815751075744629,0.004648597659523234,0.022151437433488585,6,61,0.8031603334820523,48,"OrderedDict([('model__learning_rate', 0.022151437433488585), ('model__max_depth', 6), ('model__n_estimators', 61), ('model__subsample', 0.8031603334820523), ('select__k', 48)])",0.6126733104681685,0.8459074705508922,0.9707736268711297,0.9896618489046596,0.8974517770528637,0.8632936067695429,0.1354994306919874,34
19.07536735534668,0.04986021069082426,0.05926170349121094,0.019742506087931634,0.07885213924022103,3,55,0.9938659728361603,64,"OrderedDict([('model__learning_rate', 0.07885213924022103), ('model__max_depth', 3), ('model__n_estimators', 55), ('model__subsample', 0.9938659728361603), ('select__k', 64)])",0.6124216362037381,0.8455778831024982,0.983031421363885,0.9906937787382785,0.8956332482626513,0.8654715935342102,0.13772485238494683,19
33.51506447792053,0.24758595402900327,0.04854178428649902,0.007993530457362378,0.019388597786510572,6,173,0.9998164477455167,16,"OrderedDict([('model__learning_rate', 0.019388597786510572), ('model__max_depth', 6), ('model__n_estimators', 173), ('model__subsample', 0.9998164477455167), ('select__k', 16)])",0.6127301092705869,0.8050598843886646,0.9678060970413417,0.9953935687024164,0.8979179095312442,0.8557815137868507,0.13817610350820642,44
19.785400533676146,0.053496789302260594,0.03232321739196777,0.0017496468998166364,0.1565196524043552,3,54,0.9845608716487522,16,"OrderedDict([('model__learning_rate', 0.1565196524043552), ('model__max_depth', 3), ('model__n_estimators', 54), ('model__subsample', 0.9845608716487522), ('select__k', 16)])",0.6128931814774556,0.8130353664488373,0.98234520794688,0.9950457793598637,0.8964524210533859,0.8599543912572847,0.1398584553005454,38
32.566319942474365,0.23995222715810072,0.07686200141906738,0.012351240896877542,0.013063932133127733,4,200,1.0,80,"OrderedDict([('model__learning_rate', 0.013063932133127733), ('model__max_depth', 4), ('model__n_estimators', 200), ('model__subsample', 1.0), ('select__k', 80)])",0.6102060241104017,0.8470583556349207,0.984063900910174,0.992052312153661,0.8987839624465482,0.8664329110511412,0.13906219128424419,6
20.333821868896486,0.17726857494798168,0.0651125431060791,0.003734192147094732,0.03446931916496948,3,77,0.9980104799464083,80,"OrderedDict([('model__learning_rate', 0.03446931916496948), ('model__max_depth', 3), ('model__n_estimators', 77), ('model__subsample', 0.9980104799464083), ('select__k', 80)])",0.6089629123068696,0.8485485874044574,0.9829035593073187,0.9932140514163339,0.8956332482626513,0.8658524717395262,0.1393560145006171,9
18.3791805267334,0.2060091787191068,0.041863298416137694,0.025176188478188217,0.055419595046924,3,50,0.8053093421176574,16,"OrderedDict([('model__learning_rate', 0.055419595046924), ('model__max_depth', 3), ('model__n_estimators', 50), ('model__subsample', 0.8053093421176574), ('select__k', 16)])",0.6091494716490983,0.7235081904127529,0.9813515481701467,0.9933061654195103,0.894467242197891,0.8403565235698798,0.15053995721661262,55
32.46920509338379,0.5397721719421333,0.09140167236328126,0.018604468195107957,0.03206606576129129,4,200,0.9859663519446669,64,"OrderedDict([('model__learning_rate', 0.03206606576129129), ('model__max_depth', 4), ('model__n_estimators', 200), ('model__subsample', 0.9859663519446669), ('select__k', 64)])",0.6129065996608211,0.8631434230402506,0.9801769721519193,0.9900397887824486,0.8983258144685009,0.868918519620788,0.13673993490953315,1
29.16988310813904,0.08912199936964131,0.08711738586425781,0.010873535020289033,0.024545901839958178,3,200,1.0,64,"OrderedDict([('model__learning_rate', 0.024545901839958178), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 1.0), ('select__k', 64)])",0.6125687208018097,0.8455660376923263,0.9829609260483185,0.9907376123156749,0.8956332482626513,0.8654933090241561,0.13766708827006496,18
21.329786157608034,0.09393763760491221,0.05368618965148926,0.014109980920150172,0.03279483570123559,6,53,0.9851258900626266,80,"OrderedDict([('model__learning_rate', 0.03279483570123559), ('model__max_depth', 6), ('model__n_estimators', 53), ('model__subsample', 0.9851258900626266), ('select__k', 80)])",0.6123227871873468,0.8444195056651543,0.9771960856187318,0.9897693127207843,0.899368804773433,0.8646152991930901,0.13682481384224154,25
32.93294887542724,0.08210637142053202,0.10911321640014648,0.02767456317591663,0.05243689588072849,4,200,0.9887252372405011,80,"OrderedDict([('model__learning_rate', 0.05243689588072849), ('model__max_depth', 4), ('model__n_estimators', 200), ('model__subsample', 0.9887252372405011), ('select__k', 80)])",0.6128518862555395,0.864407386460841,0.9626690672229801,0.9899322358220685,0.896274291003223,0.8652269733529305,0.13394338833152136,22
30.93426103591919,0.10374918297348622,0.06029930114746094,0.007469862032801364,0.10146670197753759,4,199,0.9982429679534511,16,"OrderedDict([('model__learning_rate', 0.10146670197753759), ('model__max_depth', 4), ('model__n_estimators', 199), ('model__subsample', 0.9982429679534511), ('select__k', 16)])",0.6139245871189422,0.872994374859044,0.9426159841308805,0.9909089109611671,0.8942750901467259,0.8629437894433518,0.13100836517462947,35
29.40886011123657,0.16042262818096367,0.15479745864868164,0.05104498752963221,0.022364322862818566,3,200,1.0,80,"OrderedDict([('model__learning_rate', 0.022364322862818566), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 1.0), ('select__k', 80)])",0.6124216362037381,0.8457410790236742,0.9829140833946293,0.9906453417491818,0.8956332482626513,0.865471077726775,0.13769132520912955,20
19.029998254776,0.24558545863197578,0.06101593971252441,0.0328048087302082,0.024362207962665448,4,50,1.0,64,"OrderedDict([('model__learning_rate', 0.024362207962665448), ('model__max_depth', 4), ('model__n_estimators', 50), ('model__subsample', 1.0), ('select__k', 64)])",0.6104831878094219,0.8472849882348376,0.9841115905068959,0.9949070773945133,0.8988608338029433,0.8671295355497224,0.13948471639380658,3
28.176159715652467,0.13958482239548986,0.09325609207153321,0.02599730856772541,0.08598610888207646,3,200,1.0,16,"OrderedDict([('model__learning_rate', 0.08598610888207646), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 1.0), ('select__k', 16)])",0.6133899822480177,0.8723635152563635,0.9557398066915034,0.994635891371708,0.8972578896219793,0.8666774170379143,0.13373668310788975,5
19.306774950027467,0.014526161026124067,0.07393732070922851,0.01316572601387215,0.010133073040550363,3,57,0.9961487541721133,80,"OrderedDict([('model__learning_rate', 0.010133073040550363), ('model__max_depth', 3), ('model__n_estimators', 57), ('model__subsample', 0.9961487541721133), ('select__k', 80)])",0.6080480575634956,0.8472208872578946,0.9804152733585202,0.9914462975671775,0.8944467983814741,0.8643154628257124,0.13893489125764097,29
19.442106771469117,0.09595037109870865,0.03725109100341797,0.004298430413995949,0.04327947285535123,3,50,0.8349846571902132,48,"OrderedDict([('model__learning_rate', 0.04327947285535123), ('model__max_depth', 3), ('model__n_estimators', 50), ('model__subsample', 0.8349846571902132), ('select__k', 48)])",0.6090561786363635,0.8482559267807461,0.9826230536502685,0.9930745608526826,0.8955873007124132,0.8657194041264947,0.13925435348541154,12
26.822770261764525,0.1903061184904179,0.0751863956451416,0.02166242330521548,0.030725232502122012,4,132,1.0,64,"OrderedDict([('model__learning_rate', 0.030725232502122012), ('model__max_depth', 4), ('model__n_estimators', 132), ('model__subsample', 1.0), ('select__k', 64)])",0.6123895176433225,0.8468453062235828,0.9840878454210776,0.9920257528558158,0.8983576242726119,0.8667412092832821,0.13824375397570904,4
18.72303581237793,0.05413270026034678,0.04651598930358887,0.00790007333460628,0.29096522841889916,3,54,0.849956530832736,48,"OrderedDict([('model__learning_rate', 0.29096522841889916), ('model__max_depth', 3), ('model__n_estimators', 54), ('model__subsample', 0.849956530832736), ('select__k', 48)])",0.6127610605275993,0.8557589593745957,0.9391266689114118,0.9880468576114448,0.8933710754759335,0.857812924380197,0.13030105085822782,41
20.082271528244018,0.09865391126830896,0.030368566513061523,0.008652679908105775,0.01,6,50,0.9934016186323449,16,"OrderedDict([('model__learning_rate', 0.01), ('model__max_depth', 6), ('model__n_estimators', 50), ('model__subsample', 0.9934016186323449), ('select__k', 16)])",0.6111304161348565,0.8002923191524053,0.9705262478033813,0.9950466307010878,0.897237757270825,0.8548466742125111,0.13943355950116115,46
24.91285581588745,0.21809866708853362,0.05169353485107422,0.012579317348771655,0.01,5,108,1.0,32,"OrderedDict([('model__learning_rate', 0.01), ('model__max_depth', 5), ('model__n_estimators', 108), ('model__subsample', 1.0), ('select__k', 32)])",0.6121763299912624,0.8453686157092645,0.983825912851952,0.9896545210636049,0.897144194759653,0.8656339148751474,0.13783670524860628,14
26.804012060165405,0.21911683892647824,0.06848173141479492,0.027740830276041788,0.01,3,200,0.9810103876821407,8,"OrderedDict([('model__learning_rate', 0.01), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 0.9810103876821407), ('select__k', 8)])",0.5520444867296417,0.6793653098848416,0.5996601410461057,0.9411533152244742,0.8306991135142789,0.7205844732798685,0.14526065444865388,60
19.815068864822386,0.22207367154523663,0.04209156036376953,0.00244698422960063,0.27592736969071313,5,51,0.8364676592498769,64,"OrderedDict([('model__learning_rate', 0.27592736969071313), ('model__max_depth', 5), ('model__n_estimators', 51), ('model__subsample', 0.8364676592498769), ('select__k', 64)])",0.6139458694251766,0.8639076602713753,0.9283110384599886,0.979471021362626,0.8877297653568635,0.8546730709752062,0.1265896416972657,47
29.25226511955261,0.09613272317916233,0.08278493881225586,0.010156289503895504,0.28537446927203924,3,200,0.997447085986845,80,"OrderedDict([('model__learning_rate', 0.28537446927203924), ('model__max_depth', 3), ('model__n_estimators', 200), ('model__subsample', 0.997447085986845), ('select__k', 80)])",0.6142087589598759,0.8659007527047469,0.9231450885178569,0.9760343776084475,0.8847353609184608,0.8528048677418776,0.1251018948570659,49
24.34571099281311,0.07694869805970649,0.06404671669006348,0.025013129830358628,0.01967234637748408,4,114,0.8,32,"OrderedDict([('model__learning_rate', 0.01967234637748408), ('model__max_depth', 4), ('model__n_estimators', 114), ('model__subsample', 0.8), ('select__k', 32)])",0.6102961339756253,0.8457668800866343,0.9839408528911605,0.9921052790037147,0.897144194759653,0.8658506681433575,0.13897933787563477,10
18.95076174736023,0.016132364718869786,0.03501734733581543,0.005363054109751627,0.06248842175957235,4,50,1.0,32,"OrderedDict([('model__learning_rate', 0.06248842175957235), ('model__max_depth', 4), ('model__n_estimators', 50), ('model__subsample', 1.0), ('select__k', 32)])",0.6118031406930967,0.8458285896738473,0.9841108400683286,0.9924760810318373,0.897144194759653,0.8662725692453526,0.13851995386089141,7
19.71945195198059,0.15401209956820255,0.047226238250732425,0.022583325727241116,0.03282004298536282,5,50,1.0,48,"OrderedDict([('model__learning_rate', 0.03282004298536282), ('model__max_depth', 5), ('model__n_estimators', 50), ('model__subsample', 1.0), ('select__k', 48)])",0.6131288444020707,0.8455118710616982,0.9843947050203248,0.9895534616261814,0.8972211118877844,0.865961998799612,0.1375653295162266,8
30.768819046020507,0.2156772888052632,0.0525909423828125,0.00859288124775922,0.022567486584174488,4,200,1.0,32,"OrderedDict([('model__learning_rate', 0.022567486584174488), ('model__max_depth', 4), ('model__n_estimators', 200), ('model__subsample', 1.0), ('select__k', 32)])",0.612942793129221,0.858825774193692,0.9839934023751843,0.9902799125961333,0.89702040179203,0.8686124568172522,0.13739395897808884,2
